id,name,latitude,longitude,offpeak_weekday_price_avg,offpeak_weekend_price_avg,peak_weekday_price_avg,peak_weekend_price_avg,category,store_hours
10046839,강릉 경포 호텔 마레,37.80054331,128.9123291,89912.0,181050.0,158575.0,214762.0,Accommodation,
3014664,강릉 YAJA 강릉역점,37.75972133,128.8981203,66538.0,120000.0,113115.0,131538.0,Accommodation,
10063903,강릉 스테이 리베라 stay libera,37.76170484,128.9016478,72500.0,130000.0,145000.0,138750.0,Accommodation,
1000113550,강릉 올라스풀빌라,37.84520031,128.8689534,300000.0,442500.0,239750.0,467500.0,Accommodation,
1000108781,강릉 안목을높이다펜션,37.77429703,128.944387,157437.0,276687.0,316875.0,315000.0,Accommodation,
10051273,강릉 넘버25 강릉역점,37.76001459,128.8994872,68863.0,142636.0,127181.0,124818.0,Accommodation,
3013306,강릉 더샾호텔,37.7610718,128.9006333,60000.0,125000.0,133333.0,130000.0,Accommodation,
1000103506,강릉 경포수호텔,37.80025345,128.9124994,117666.0,263333.0,184666.0,309333.0,Accommodation,
10056667,강릉 경포대 라벨르,37.80404682,128.9039403,68000.0,139428.0,140142.0,142285.0,Accommodation,
10064444,강릉 테라머뭄176,37.64067824,129.04275,127681.0,218363.0,284000.0,361727.0,Accommodation,
10051926,강릉 고즈넉한주문펜션,37.89824413,128.8341529,142200.0,235800.0,214000.0,277000.0,Accommodation,
1000068,강릉 경포대 빅토리아,37.80344898,128.9019867,52000.0,93000.0,77000.0,107000.0,Accommodation,
1000100525,강릉 음악시간스파펜션,37.84918829,128.8629466,95666.0,179000.0,179000.0,179000.0,Accommodation,
10041249,강릉 H Avenue 강릉경포점,37.79927969,128.913872,79208.0,176791.0,180125.0,197333.0,Accommodation,
3008141,강릉관광호텔,37.75179539,128.8946313,104307.0,158092.0,140692.0,171935.0,Accommodation,
10045339,강릉 무아풀빌라,37.88080633,128.8324665,172333.0,371222.0,267444.0,415666.0,Accommodation,
10063700,신라모노그램 강릉 레지던스,37.78597175,128.9260794,382777.0,525777.0,525777.0,646777.0,Accommodation,
3000460,강릉 경포대 에이제이 호텔,37.8053625,128.9023403,114000.0,241500.0,284000.0,284000.0,Accommodation,
100102,강릉 경포대 파라다이스,37.78992728,128.9223484,38000.0,75000.0,44000.0,90000.0,Accommodation,
10058316,강릉 ST153,37.80764173,128.8991796,114000.0,215100.0,215100.0,227050.0,Accommodation,
10065274,강릉 호텔 감재,37.76061368,128.8993901,98333.0,184833.0,142333.0,195000.0,Accommodation,
3010391,강릉 경포대 큐브,37.79980683,128.9132033,61100.0,154180.0,132620.0,177740.0,Accommodation,
10057059,강릉 더강릉오션스테이 First,37.83658784,128.8746677,198404.0,387829.0,371914.0,431127.0,Accommodation,
10047944,강릉 메르뷰펜션,37.8147154,128.8946524,99000.0,210210.0,125170.0,197473.0,Accommodation,
10041156,강릉 스카리아풀빌라,37.79535214,128.9159998,159833.0,289000.0,279715.0,300590.0,Accommodation,
10060075,강릉 오릿,37.89969371,128.83382,195363.0,295692.0,247099.0,356359.0,Accommodation,
10048319,강릉 더뷰펜션,37.90618481,128.8265179,194230.0,401058.0,275180.0,402489.0,Accommodation,
3001945,강릉 호텔 아리아 강릉경포점,37.80702051,128.9026785,65000.0,115000.0,120000.0,120000.0,Accommodation,
3013024,강릉 피어86스파펜션,37.83559882,128.8745483,66571.0,166571.0,87571.0,173142.0,Accommodation,
10046070,강릉 주문진M9펜션,37.90150539,128.8306598,73500.0,172750.0,124500.0,174750.0,Accommodation,
10064446,강릉 경포 블루비치펜션,37.81462478,128.8950217,81500.0,101678.0,73310.0,141500.0,Accommodation,
10044360,강릉 컨피네스 오션 스위트,37.83658784,128.8746677,178743.0,327990.0,362411.0,552941.0,Accommodation,
3013122,강릉 경포엔펜션,37.80459525,128.8914911,74285.0,142842.0,82542.0,144085.0,Accommodation,
10055818,강릉 바다숨펜션,37.81483626,128.8939541,87400.0,218800.0,228200.0,237200.0,Accommodation,
10051477,강릉 스테이구구펜션,37.90187354,128.8302156,83250.0,170950.0,148093.0,212750.0,Accommodation,
3012282,강릉 경포로사풀빌라,37.80590822,128.8894205,128333.0,231000.0,169333.0,249000.0,Accommodation,
3017781,강릉 아스라,37.76048698,128.8982306,51875.0,93125.0,93125.0,97500.0,Accommodation,
10065425,강릉 다케노모리글램핑&료칸,37.8927006,128.800925,218000.0,328285.0,328285.0,328285.0,Accommodation,
10053607,강릉 브라운도트 호텔 강릉역점,37.75914833,128.9004931,115000.0,216153.0,216923.0,196153.0,Accommodation,
3006020,강릉 로제펜션,37.8638222,128.8429376,87333.0,187516.0,94246.0,188200.0,Accommodation,
10044786,강릉 망상비치호텔,37.60647919,129.0689531,68750.0,106250.0,72500.0,112500.0,Accommodation,
10063965,강릉 아가바라,37.76169353,128.8981039,58600.0,82200.0,69800.0,112200.0,Accommodation,
10065181,강릉 호텔 인,37.760412,128.8993783,73571.0,77571.0,104857.0,104857.0,Accommodation,
10057228,강릉(주문진) 루시아호텔,37.89504925,128.8327936,115000.0,208333.0,219444.0,240555.0,Accommodation,
1000103201,강릉 린펜션,37.84170184,128.8732435,133250.0,233250.0,253250.0,253250.0,Accommodation,
10060848,강릉 나이아드펜션,37.80416547,128.9028361,52386.0,74193.0,73505.0,86659.0,Accommodation,
27046,강릉 센트럴,37.7575658,128.8963746,49166.0,90000.0,69166.0,92500.0,Accommodation,
10060859,강릉 레이벨류스파펜션(안목 커피거리),37.77076986,128.9496871,153736.0,270052.0,153736.0,270052.0,Accommodation,
10064423,강릉 진스테이,37.79443595,128.9184647,80616.0,144550.0,148133.0,163433.0,Accommodation,
10055377,강릉 웨이블루스파펜션,37.90031754,128.8322584,118437.0,233000.0,259000.0,259000.0,Accommodation,
10062985,강릉 SS펜션,37.84463849,128.8696492,120000.0,192500.0,132500.0,190000.0,Accommodation,
10061283,강릉 리베르떼펜션,37.79788506,128.8967809,80666.0,175666.0,120666.0,200666.0,Accommodation,
10061610,강릉 헤이펜션,37.80457065,128.8925845,99000.0,159600.0,167732.0,279300.0,Accommodation,
3002723,강릉 리치문펜션,37.81395746,128.8939847,104750.0,224787.0,191062.0,313875.0,Accommodation,
3002581,강릉 벨라루나펜션 (해변도보 1분),37.81187207,128.8984127,95700.0,190000.0,190000.0,190000.0,Accommodation,
3001834,강릉 경포대 오션,37.79926396,128.912728,82166.0,163333.0,141000.0,175000.0,Accommodation,
3010970,강릉 어뮤즈스파펜션,37.81367882,128.895525,91285.0,195428.0,129000.0,220000.0,Accommodation,
10060915,강릉 바르한,37.75744592,128.8970671,126000.0,237250.0,193500.0,237875.0,Accommodation,
1000104610,강릉 쇼콜라펜션,37.83143814,128.8721304,80900.0,160100.0,121000.0,145000.0,Accommodation,
10059208,강릉 뮤튼롤,37.86590629,128.8461903,190000.0,309000.0,220000.0,329000.0,Accommodation,
1000105674,강릉 오늘은바다애견펜션,37.83193309,128.875824,66500.0,113750.0,142500.0,142500.0,Accommodation,
3013374,호텔 탑스텐 정동진,37.6546233,129.0528484,218135.0,330550.0,314237.0,427847.0,Accommodation,
10042867,강릉 좋은곳풀빌라,37.85127753,128.8599369,79000.0,211250.0,97857.0,192142.0,Accommodation,
10058151,강릉 미라벨펜션,37.8126732,128.894927,92750.0,191767.0,192277.0,192750.0,Accommodation,
10062547,강릉 강문스토리,37.79577199,128.9176564,70000.0,82222.0,82222.0,82222.0,Accommodation,
10064865,강릉 퍼펙트하우스,37.87790986,128.8349193,178075.0,254075.0,356200.0,356200.0,Accommodation,
3014625,강릉 아가바라 호텔,37.76169353,128.8981039,60666.0,86166.0,70683.0,111533.0,Accommodation,
3012586,강릉 모안펜션,37.78173198,128.9030068,110666.0,177333.0,164000.0,194000.0,Accommodation,
10065028,강릉 올스테이브,37.76319628,128.9016643,100000.0,163750.0,210000.0,210000.0,Accommodation,
10065235,강릉 알고보니호텔&풀빌라,37.84936128,128.8625975,152636.0,240818.0,171727.0,225363.0,Accommodation,
3015276,강릉씨티호텔,37.76432709,128.8767181,199812.0,296142.0,273285.0,324142.0,Accommodation,
10042870,강릉 좋은날풀빌라,37.85127753,128.8599369,79000.0,211250.0,97857.0,192142.0,Accommodation,
10043609,강릉 까사드마르펜션,37.8016843,128.9019944,136000.0,186875.0,174000.0,205000.0,Accommodation,
10064958,강원 브라운도트 강릉교동점,37.76323855,128.8760596,94100.0,164600.0,102100.0,191600.0,Accommodation,
3001494,강릉 씨마크 호텔,37.79719081,128.9150708,639294.0,798470.0,872882.0,872882.0,Accommodation,
10053134,강릉 스테이올라펜션,37.90634288,128.8258344,125666.0,265666.0,159000.0,269000.0,Accommodation,
3002569,강릉 한들펜션,37.84494054,128.8710555,106000.0,140000.0,160000.0,160000.0,Accommodation,
1000109262,강릉 숨어있는집펜션,37.79538307,128.9177745,62846.0,132846.0,62846.0,132846.0,Accommodation,
3004137,강릉 코스테펜션,37.81954098,128.8895007,92500.0,176250.0,192500.0,192500.0,Accommodation,
1019776,강릉 썬,37.73355572,128.9898455,56333.0,66500.0,78166.0,122333.0,Accommodation,
10058524,강릉 호텔보름,37.83775247,128.8724972,63166.0,123166.0,91500.0,123166.0,Accommodation,
10064392,강릉 파라다이스펜션,37.81361213,128.8951292,92777.0,143888.0,179666.0,179222.0,Accommodation,
1000109951,강릉 니시스파펜션,37.80538275,128.9028264,115523.0,282142.0,282142.0,282142.0,Accommodation,
10045431,강릉 쏠하우스펜션,37.81418745,128.8938947,94285.0,203571.0,243571.0,253571.0,Accommodation,
3014461,강릉 쉼,37.75064458,128.8947702,50000.0,87000.0,60000.0,85000.0,Accommodation,
25971,강릉 호텔여기어때 강릉경포점,37.79949303,128.912795,85115.0,184683.0,140675.0,186175.0,Accommodation,
1000109012,강릉 은가비펜션,37.81616634,128.8899794,115666.0,242333.0,147333.0,272333.0,Accommodation,
10040007,강릉 하이영진펜션,37.86359878,128.8461172,89000.0,189000.0,169000.0,199000.0,Accommodation,
3004935,강릉 옥상달빛펜션,37.8070244,128.8879681,80000.0,120000.0,120000.0,120000.0,Accommodation,
10056102,강릉 연소담,37.74645077,128.7972939,263333.0,383333.0,416666.0,430000.0,Accommodation,
1000088953,강릉 경포 라끄베르펜션,37.79855699,128.8969209,95600.0,170000.0,103600.0,172000.0,Accommodation,
26292,강릉(정동진) 정동진 모텔,37.68528099,129.0375771,46875.0,99375.0,46875.0,153750.0,Accommodation,
1000108328,강릉 게스트하우스 중앙점,37.75640079,128.8954924,43142.0,43142.0,43142.0,43142.0,Accommodation,
10056041,강릉 상상초당 펜션,37.79644857,128.9127841,118100.0,254116.0,193166.0,269166.0,Accommodation,
3004405,강릉 휴가펜션,37.81423442,128.8955773,93250.0,186740.0,161250.0,222500.0,Accommodation,
10064373,강릉 발리까미펜션,37.79833373,128.8966095,101500.0,216500.0,141500.0,226500.0,Accommodation,
10042960,강릉 HELLO4000펜션,37.85117842,128.8601095,66300.0,171000.0,199000.0,199000.0,Accommodation,
10042157,강릉 베이스캠프카라반,37.83433547,128.8736046,113043.0,155217.0,155217.0,159565.0,Accommodation,
10064533,강릉 경포블루비치펜션,37.81437224,128.8951023,85842.0,107052.0,77257.0,148947.0,Accommodation,
3003230,강릉 S202 스파펜션,37.81354288,128.8967111,84125.0,199608.0,159125.0,221625.0,Accommodation,
3018673,강릉 라클라우드펜션,37.81374706,128.8951641,94714.0,191776.0,190965.0,265417.0,Accommodation,
10063556,신라모노그램 강릉 호텔,37.78475503,128.9292639,398733.0,586853.0,512000.0,669466.0,Accommodation,
10045045,강릉 류풀빌라펜션,37.6397301,129.0434214,192500.0,297500.0,322500.0,322500.0,Accommodation,
3016441,강릉 포시즌호텔&펜션,37.81208563,128.8983247,71647.0,180764.0,180764.0,180764.0,Accommodation,
10063505,강릉 밀라노펜션,37.90048615,128.8319473,111909.0,238727.0,238272.0,238272.0,Accommodation,
10044471,강릉 더강릉포레펜션,37.8259986,128.8796857,119733.0,212066.0,212066.0,243550.0,Accommodation,
10064424,강릉 쉼표펜션,37.83553464,128.8736055,65400.0,150260.0,150260.0,169440.0,Accommodation,
10061092,강릉 G7스파펜션,37.90248815,128.8287685,82875.0,185200.0,115750.0,208350.0,Accommodation,
10059249,강릉 오리아뜰리에풀빌라,37.7961727,128.9172733,299000.0,391500.0,379525.0,515075.0,Accommodation,
1019925,강릉 HOTEL Vv,37.76617541,128.8779013,91000.0,116000.0,97000.0,112400.0,Accommodation,
3006007,강릉 해모로펜션,37.80711021,128.8879031,99000.0,150000.0,210000.0,210000.0,Accommodation,
10060678,강릉 스테이오솔채독채풀빌라,37.83933529,128.8631477,199000.0,339000.0,339000.0,449000.0,Accommodation,
10065096,강릉 이스트스테이,37.64007277,129.0433178,150000.0,200000.0,250000.0,250000.0,Accommodation,
10059386,강릉 풀빌라쏠,37.80734922,128.8878458,326000.0,442666.0,321666.0,496000.0,Accommodation,
1000113746,강릉 라우머펜션,37.78172639,128.9031634,82333.0,142333.0,152333.0,152333.0,Accommodation,
1000103701,강릉 미리내하우스펜션,37.8471372,128.6986935,144000.0,144000.0,164000.0,164000.0,Accommodation,
10047942,강릉 투데이경포펜션,37.80874027,128.8997729,87888.0,187888.0,97888.0,187888.0,Accommodation,
3006274,강릉 경포파인펜션,37.8085338,128.8993652,43000.0,99550.0,99966.0,120322.0,Accommodation,
3002563,강릉 정동진태화펜션,37.68065736,129.0435315,114000.0,164000.0,114800.0,267200.0,Accommodation,
3017242,강릉 휘게노빌레 스파펜션(경포해변5분),37.80255608,128.9013331,111368.0,209052.0,209052.0,212736.0,Accommodation,
10060140,강릉 끄레소스테이풀빌라스파펜션,37.8039146,128.8687214,101500.0,217925.0,133125.0,228812.0,Accommodation,
10059323,강릉 아고라,37.84280191,128.6665163,232500.0,380000.0,325000.0,477500.0,Accommodation,
10063334,강릉 해피하우스펜션,37.79570628,128.9172548,72000.0,92000.0,72000.0,92000.0,Accommodation,
10053877,강릉 그란데마레풀빌라,37.82836296,128.8786059,180000.0,271750.0,222000.0,327500.0,Accommodation,
10061418,강릉 강문스테이,37.79540511,128.9145428,67375.0,124870.0,67375.0,155875.0,Accommodation,
1000103937,강릉 해와달 모텔,37.75366024,128.8932238,49166.0,64166.0,123333.0,105000.0,Accommodation,
10043999,강릉 더퍼스트펜션,37.84113047,128.8750807,99500.0,212450.0,208300.0,232000.0,Accommodation,
1000106256,강릉 펜션바우,37.80481659,128.892001,80000.0,161500.0,161500.0,180500.0,Accommodation,
10045103,강릉 해랑펜션,37.87955349,128.8335571,127800.0,189975.0,243275.0,116100.0,Accommodation,
10063439,강릉 소시담가 풀빌라,37.79633661,128.8196848,405000.0,571666.0,638333.0,663333.0,Accommodation,
3008671,강릉 아라스파펜션,37.81179851,128.8986951,126473.0,291442.0,291186.0,291753.0,Accommodation,
10040659,강릉 아카펠라 게스트하우스,37.75854543,128.9003405,41666.0,55000.0,56666.0,56666.0,Accommodation,
3008844,강릉 아띠랑스스파펜션,37.82570031,128.8742175,62571.0,182571.0,176142.0,223285.0,Accommodation,
1000106244,강릉 라미아까사풀빌라,37.81514238,128.8942391,166500.0,317750.0,352881.0,358118.0,Accommodation,
10042423,강릉 화이트비치펜션,37.8394017,128.8765947,104000.0,204000.0,227333.0,227333.0,Accommodation,
10053386,강릉 프라이빗강릉풀빌라펜션,37.82542584,128.8703074,581375.0,723875.0,713583.0,845000.0,Accommodation,
10060623,강릉 cn6스파풀빌라,37.81442069,128.8945659,189875.0,331116.0,234491.0,346416.0,Accommodation,
10065339,강릉 여유로운가,37.80489253,128.8271873,164000.0,416500.0,466500.0,479000.0,Accommodation,
10062216,강릉 경포대S9바닷가가족스파펜션,37.79463367,128.9148344,70817.0,146306.0,139250.0,176350.0,Accommodation,
10053938,강릉 ordo(오르도),37.86873317,128.845095,147607.0,241928.0,275857.0,244642.0,Accommodation,
3002709,강릉 카루89펜션,37.80867582,128.89953,79000.0,187110.0,146550.0,208715.0,Accommodation,
1000111354,강릉 테레인바이더블류펜션,37.79605735,128.9130275,76000.0,148871.0,155150.0,207769.0,Accommodation,
10056425,강릉 강릉힐링타임펜션,37.84664096,128.68903,115375.0,159125.0,115375.0,159125.0,Accommodation,
10044900,강릉 산호펜션,37.79908662,128.9128868,70391.0,162475.0,133750.0,179633.0,Accommodation,
10062031,강릉 스테이경포55,37.80887678,128.8996482,75250.0,184000.0,96891.0,185640.0,Accommodation,
10059666,강릉 스테이허그,37.80823337,128.8994214,274000.0,330000.0,274000.0,375000.0,Accommodation,
10063952,강릉 아썸펜션,37.80179595,128.8651503,126050.0,216355.0,154233.0,216066.0,Accommodation,
10058346,강릉 스테이레메디,37.81626845,128.8904983,115000.0,242352.0,243666.0,244422.0,Accommodation,
10060854,강릉 리프레시펜션,37.84622488,128.6934307,148090.0,186272.0,186272.0,240818.0,Accommodation,
3010884,강릉 경포대 호텔랑,37.80001112,128.9130489,46428.0,127857.0,140714.0,142857.0,Accommodation,
1000090848,강릉 아르카디아펜션,37.55568415,128.7015745,94285.0,94285.0,94285.0,94285.0,Accommodation,
10052283,강릉 씨카라반,37.83232021,128.8759861,109583.0,160000.0,109583.0,160000.0,Accommodation,
3016131,강릉 S,37.76154231,128.898292,45000.0,90000.0,70000.0,90000.0,Accommodation,
10042172,강릉 펜션궁,37.84581761,128.8690976,175666.0,255666.0,195666.0,255666.0,Accommodation,
10045804,강릉 영진을담다펜션,37.86904843,128.8449131,122000.0,293000.0,183000.0,352000.0,Accommodation,
10052218,강릉 휴식료칸풀빌라,37.89285797,128.8013493,210846.0,320230.0,320538.0,323307.0,Accommodation,
3009841,강릉 워너비무인텔,37.60793216,129.0672568,85000.0,90000.0,105000.0,170000.0,Accommodation,
10064335,강릉 안목다락,37.7718157,128.9480227,46000.0,82666.0,46000.0,82666.0,Accommodation,
10059422,강릉 스테이강릉,37.80198717,128.9023284,132857.0,303085.0,243542.0,350000.0,Accommodation,
10062294,강릉 노빌레펜션,37.80233616,128.9013629,107166.0,204000.0,204000.0,204000.0,Accommodation,
10060832,강릉 베이스캠프글램핑,37.83357501,128.873416,86692.0,152846.0,86692.0,152846.0,Accommodation,
10040360,강릉 까사클라라펜션,37.83969107,128.8764688,157333.0,264346.0,269400.0,276306.0,Accommodation,
10064532,강릉 온유펜션,37.85136385,128.832561,166666.0,216666.0,283333.0,283333.0,Accommodation,
3015725,강릉 경포대 강릉모텔,37.79857115,128.9142288,61666.0,102500.0,89166.0,102500.0,Accommodation,
3003519,강릉 힐링하우스펜션,37.71758834,128.7954447,64000.0,134000.0,186666.0,186666.0,Accommodation,
1000110490,강릉 브라운도트 강릉경포점,37.79963599,128.9134443,110000.0,244285.0,183285.0,268571.0,Accommodation,
3005035,강릉 댕댕이애견펜션블루,37.86411315,128.843508,115700.0,211633.0,243633.0,301741.0,Accommodation,
10058719,강릉 열무맨션,37.87760612,128.8352763,105000.0,144075.0,143725.0,145000.0,Accommodation,
10060551,강릉 니나랑스파펜션,37.73468219,128.9895688,109000.0,236142.0,179000.0,256142.0,Accommodation,
10056875,강릉 무지개펜션,37.88205267,128.8314978,126000.0,172000.0,126000.0,172000.0,Accommodation,
10063019,강릉 대관령안골황토펜션,37.71865603,128.7918521,65555.0,100000.0,106666.0,106666.0,Accommodation,
10058522,강릉 란트루헤풀빌라,37.80935479,128.8973332,149000.0,236500.0,271350.0,301500.0,Accommodation,
3020243,강릉 기억스테이펜션(강문해변 도보1분),37.79575153,128.9168993,107363.0,207181.0,144636.0,244454.0,Accommodation,
1000104283,강릉 넘버25 강릉경포점,37.80728509,128.9026614,72500.0,145000.0,96500.0,195000.0,Accommodation,
1000102592,강릉 경포대 인터파크,37.77384028,128.9445087,66666.0,128333.0,110000.0,141666.0,Accommodation,
10059202,강릉 경포345풀빌라,37.80882853,128.8992553,159000.0,333430.0,192510.0,376910.0,Accommodation,
1000110467,강릉 바다펜션,37.83918285,128.8764102,140000.0,175000.0,165000.0,250000.0,Accommodation,
10046855,강릉 더강문풀빌라,37.79628668,128.9129232,198166.0,353666.0,401170.0,448837.0,Accommodation,
1000111438,강릉 오핑하우스펜션,37.86937205,128.8445593,131666.0,161666.0,262333.0,263000.0,Accommodation,
10058530,강릉 경포몽애견펜션,37.80810816,128.8856878,79000.0,189090.0,152146.0,211000.0,Accommodation,
3020151,강릉 니스파크,37.75594513,128.8962267,60000.0,92500.0,95000.0,95000.0,Accommodation,
10060831,강릉 넘버25호텔 (강릉 경포점),37.80728509,128.9026614,58000.0,104666.0,71000.0,142000.0,Accommodation,
10065298,강릉 머뭄풀빌라,37.81148815,128.8727747,320000.0,411578.0,320000.0,411578.0,Accommodation,
10046444,강릉 안인펜션,37.7341459,128.9880867,97375.0,117438.0,90637.0,117375.0,Accommodation,
3005630,강릉 티케하우스펜션,37.70525425,128.8685878,150000.0,200833.0,196350.0,212900.0,Accommodation,
10061268,강릉 더브리앙뜨펜션,37.82196521,128.8372503,150000.0,220000.0,150000.0,220000.0,Accommodation,
10044867,강릉 아미카사펜션,37.81392559,128.8957135,137000.0,198000.0,137000.0,265000.0,Accommodation,
1000090928,강릉 경포솔향기펜션,37.80010248,128.899971,88000.0,120000.0,88000.0,120000.0,Accommodation,
10064935,강릉 스테이 해든,37.76467488,128.9536804,390000.0,490000.0,540000.0,540000.0,Accommodation,
10063289,강릉(주문진) 홍모텔,37.88447978,128.8250149,57666.0,70000.0,70000.0,106000.0,Accommodation,
10051821,강릉 here365,37.89729283,128.8344143,120175.0,210625.0,225637.0,226662.0,Accommodation,
10062033,강릉 욜로오션뷰스파펜션,37.81613549,128.8896393,72333.0,159000.0,152333.0,199000.0,Accommodation,
3012455,강릉 그레이호텔,37.76666136,128.8760502,105066.0,238956.0,299233.0,299233.0,Accommodation,
10046779,강릉 칸펜션,37.83771491,128.8751683,132500.0,113000.0,113750.0,105000.0,Accommodation,
10056414,강릉 당신의안목펜션,37.77335301,128.9460204,145000.0,253000.0,190000.0,253000.0,Accommodation,
10060752,강릉 감성스테이 강릉채,37.87848391,128.7999743,199000.0,414810.0,247755.0,419000.0,Accommodation,
3010596,강릉 캡슐인강릉 게스트하우스,37.79480745,128.9181276,37500.0,45000.0,33000.0,45000.0,Accommodation,
3011533,강릉 라피네호텔,37.72411595,128.8438032,80666.0,157333.0,157333.0,157333.0,Accommodation,
1000111929,강릉 산타비치펜션(경포해변인근),37.79561733,128.9139564,86555.0,176333.0,218555.0,269666.0,Accommodation,
1000109886,강릉 블랑비치펜션,37.83930288,128.8764758,147333.0,264000.0,180666.0,314000.0,Accommodation,
10045118,강릉 글래드펜션,37.86781888,128.8467224,67483.0,136500.0,138433.0,162633.0,Accommodation,
10039612,강릉 돌고래스파펜션,37.84071213,128.8760246,126666.0,224400.0,224400.0,245900.0,Accommodation,
10039924,강릉 위펜션(안목 커피거리),37.77320475,128.9460302,116000.0,187500.0,200625.0,204375.0,Accommodation,
1000111789,강릉 바다를품은스파펜션,37.84563152,128.869709,199000.0,314000.0,314000.0,314000.0,Accommodation,
10060077,강릉 도도하우스,37.82153746,128.8832113,230000.0,450000.0,500000.0,500000.0,Accommodation,
3017908,강릉 경포별빛연가펜션,37.79723059,128.8913201,105000.0,125000.0,105000.0,125000.0,Accommodation,
10064080,강릉 115풀빌라,37.88111329,128.8191023,399000.0,699000.0,899000.0,899000.0,Accommodation,
10059974,강릉 캐빈,37.75114627,128.8961644,43000.0,52470.0,52668.0,73200.0,Accommodation,
3017326,강릉 민트클라우드펜션 (해변인근),37.81473455,128.8938649,54000.0,130000.0,135000.0,135000.0,Accommodation,
10048892,강릉 프렌즈하우스,37.78854649,128.8041461,202000.0,236000.0,202000.0,236000.0,Accommodation,
3012759,강릉 다비앙스파펜션,37.80197879,128.901994,105000.0,206428.0,206428.0,206428.0,Accommodation,
10060228,강릉 다오풀빌라,37.80499524,128.8933004,229000.0,325710.0,286110.0,329000.0,Accommodation,
3005705,강릉 이지비야펜션,37.78429371,128.828615,67500.0,97500.0,67500.0,97500.0,Accommodation,
3012509,강릉 상상스파펜션,37.8424615,128.8737651,124000.0,234000.0,194000.0,234000.0,Accommodation,
10061069,강릉 리벤티아풀빌라,37.86518367,128.846045,162125.0,314750.0,237666.0,321000.0,Accommodation,
10060689,강릉 편안한가독채풀빌라,37.80500001,128.8272795,232333.0,457366.0,232333.0,517200.0,Accommodation,
10060041,강릉 열시반펜션,37.79581613,128.8903302,88333.0,103166.0,123333.0,141666.0,Accommodation,
10064051,강릉 스테이경포풀빌라,37.81557002,128.8906731,238000.0,359500.0,530000.0,530000.0,Accommodation,
10059731,강릉 멍릉도원 애견펜션,37.81183836,128.8980004,152200.0,210200.0,183400.0,263400.0,Accommodation,
3013358,강릉 파인시티호텔,37.76079241,128.8991329,99440.0,145275.0,114162.0,188885.0,Accommodation,
10054216,강릉 스테이큐나인,37.90176308,128.8305756,188000.0,324875.0,335297.0,343015.0,Accommodation,
10062450,강릉 유림스테이,37.75989594,128.8926588,199000.0,265050.0,265050.0,279000.0,Accommodation,
10063220,강릉 꿈꾸는풍차애견동반펜션,37.81638816,128.8904657,132333.0,205666.0,205666.0,205666.0,Accommodation,
24723,강릉(정동진) 호텔 모텔 탑스빌,37.68558697,129.0365572,58615.0,112692.0,74615.0,158846.0,Accommodation,
10064021,강릉 심상,37.84216772,128.8664163,275000.0,325000.0,275000.0,325000.0,Accommodation,
